STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,EMXP,Measurement Flag,Quality Flag,Number of Days,Units,MXSD,Measurement Flag,Quality Flag,Number of Days,Units,DSNW,Measurement Flag,Quality Flag,Number of Days,Units,TPCP,Measurement Flag,Quality Flag,Number of Days,Units,TSNW,Measurement Flag,Quality Flag,Number of Days,Units
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198001,248, , ,21,HI,33, , ,05,I,31, , ,00,NA,856, , ,00,HI,373, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198002,168, , ,04,HI,55, , ,10,I,29, , ,00,NA,964, , ,00,HI,865, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198003,65, , ,31,HI,45,+, ,21,I,31, , ,00,NA,327, , ,00,HI,364, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198004,65, , ,02,HI,37, , ,04,I,28, , ,00,NA,290, , ,00,HI,39, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198005,59, , ,30,HI,0, , ,99,I,0, , ,00,NA,332, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198006,92, , ,17,HI,0, , ,99,I,0, , ,00,NA,322, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198007,124, , ,28,HI,0, , ,99,I,0, , ,00,NA,770, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198008,150, , ,21,HI,0, , ,99,I,0, , ,00,NA,672, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198009,119, , ,13,HI,0, , ,99,I,0, , ,00,NA,478, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198010,125, , ,18,HI,0,T,+,15,I,0, , ,00,NA,921, , ,00,HI,47, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198011,83, , ,25,HI,7,+, ,14,I,22, , ,00,NA,473, , ,00,HI,274, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198012,159, , ,30,HI,36, , ,31,I,31, , ,00,NA,508, , ,00,HI,602, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198101,279, , ,14,HI,29, , ,01,I,31, , ,00,NA,1253, , ,00,HI,245, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198102,127, , ,06,HI,41, , ,27,I,28, , ,00,NA,713, , ,00,HI,613, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198103,185, , ,11,HI,51, , ,06,I,31, , ,00,NA,687, , ,00,HI,579, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198104,55, , ,01,HI,18, , ,02,I,23, , ,00,NA,57, , ,00,HI,46, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198105,37, , ,19,HI,0, , ,99,I,0, , ,00,NA,187, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198106,98, , ,30,HI,0, , ,99,I,0, , ,00,NA,457, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198107,184, , ,10,HI,0, , ,99,I,0, , ,00,NA,896, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198108,283, , ,07,HI,0, , ,99,I,0, , ,00,NA,1823, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198109,129, , ,24,HI,0, , ,99,I,0, , ,00,NA,624, , ,00,HI,0,T, ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198110,207, , ,12,HI,1, , ,30,I,1, , ,00,NA,1180, , ,00,HI,25, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198111,131, , ,27,HI,23, , ,27,I,29, , ,00,NA,676, , ,00,HI,756, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198112,167, , ,03,HI,48, , ,04,I,31, , ,00,NA,777, , ,00,HI,701, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198201,26, , ,28,HI,26,+, ,30,I,31, , ,00,NA,99, , ,00,HI,170, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198202,70, , ,04,HI,24,+, ,02,I,28, , ,00,NA,177, , ,00,HI,46, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198203,150, , ,21,HI,45, , ,22,I,31, , ,00,NA,542, , ,00,HI,746, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198204,40, , ,25,HI,22,+, ,03,I,25, , ,00,NA,244, , ,00,HI,132, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198205,26, , ,09,HI,0,T,+,31,I,0, , ,00,NA,122, , ,00,HI,0,T, ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198206,52, , ,07,HI,0, , ,99,I,0, , ,00,NA,327, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198207,123, , ,23,HI,0, , ,99,I,0, , ,00,NA,483, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198208,71, , ,29,HI,0, , ,99,I,0, , ,00,NA,273, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198209,246, , ,19,HI,0, , ,99,I,0, , ,00,NA,1669, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198210,164, , ,09,HI,12, , ,30,I,10, , ,00,NA,810, , ,00,HI,350, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198211,109, , ,08,HI,32, , ,30,I,30, , ,00,NA,515, , ,00,HI,594, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198212,182, , ,07,HI,36,+, ,30,I,31, , ,00,NA,896, , ,00,HI,569, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198301,65, , ,16,HI,48, , ,19,I,31, , ,00,NA,310, , ,00,HI,602, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198302,59, , ,18,HI,47, , ,19,I,28, , ,00,NA,324, , ,00,HI,311, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198303,47, , ,10,HI,45, , ,11,I,31, , ,00,NA,81, , ,00,HI,109, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198304,144, , ,04,HI,40, , ,12,I,30, , ,00,NA,715, , ,00,HI,510, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198305,75, , ,02,HI,0, , ,99,I,0, , ,00,NA,206, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198306,26, , ,03,HI,0, , ,99,I,0, , ,00,NA,93, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198307,160, , ,11,HI,0, , ,99,I,0, , ,00,NA,632, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198308,192, , ,08,HI,0, , ,99,I,0, , ,00,NA,1053, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198309,155, , ,30,HI,0, , ,99,I,0, , ,00,NA,791, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198310,328, , ,10,HI,4,+, ,31,I,6, , ,00,NA,1415, , ,00,HI,390, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198311,49, , ,21,HI,9,+, ,30,I,30, , ,00,NA,194, , ,00,HI,178, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198312,48, , ,04,HI,16, , ,11,I,31, , ,00,NA,134, , ,00,HI,247, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198401,173, , ,13,HI,41, , ,29,I,31, , ,00,NA,1055, , ,00,HI,805, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198402,181, , ,04,HI,59, , ,23,I,29, , ,00,NA,737, , ,00,HI,1008, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198403,72, , ,04,HI,52, , ,03,I,31, , ,00,NA,389, , ,00,HI,156, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198404,72, , ,16,HI,30, , ,02,I,27, , ,00,NA,306, , ,00,HI,176, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198405,13, , ,26,HI,0, , ,99,I,0, , ,00,NA,71, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198406,96, , ,06,HI,0, , ,99,I,0, , ,00,NA,363, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198407,74, , ,16,HI,0, , ,99,I,0, , ,00,NA,399, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198408,157, , ,24,HI,0, , ,99,I,0, , ,00,NA,612, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198409,89, , ,19,HI,0, , ,99,I,0, , ,00,NA,500, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198410,134, , ,22,HI,0,T,+,31,I,0, , ,00,NA,601, , ,00,HI,5, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198411,130, , ,20,HI,10, , ,27,I,26, , ,00,NA,421, , ,00,HI,293, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198412,137, , ,04,HI,33, , ,31,I,31, , ,00,NA,651, , ,00,HI,608, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198501,184, , ,01,HI,29, , ,31,I,31, , ,00,NA,1030, , ,00,HI,379, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198502,233, , ,26,HI,52, , ,27,I,28, , ,00,NA,538, , ,00,HI,595, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198503,151, , ,18,HI,69, , ,19,I,31, , ,00,NA,820, , ,00,HI,1139, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,11.3,61.13333,-146.35,198504,63, , ,10,HI,60, , ,11,I,30, , ,00,NA,278, , ,00,HI,311, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198505,97, , ,29,HI,34, , ,01,I,16, , ,00,NA,474, , ,00,HI,58, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198506,42, , ,25,HI,0, , ,99,I,0, , ,00,NA,209, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198507,36, , ,20,HI,0, , ,99,I,0, , ,00,NA,186, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198508,121, , ,12,HI,0, , ,99,I,0, , ,00,NA,736, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198509,208, , ,14,HI,0, , ,99,I,0, , ,00,NA,1059, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198510,154, , ,09,HI,0,T,+,31,I,0, , ,00,NA,377, , ,00,HI,24, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198511,61, , ,12,HI,10, , ,13,I,30, , ,00,NA,249, , ,00,HI,320, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198512,305, , ,23,HI,19, , ,09,I,31, , ,00,NA,1687, , ,00,HI,551, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198601,214, , ,02,HI,47, , ,03,I,31, , ,00,NA,721, , ,00,HI,919, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198602,269, , ,07,HI,46, , ,26,I,28, , ,00,NA,734, , ,00,HI,477, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198603,91, , ,09,HI,48, , ,10,I,31, , ,00,NA,359, , ,00,HI,501, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198604,44, , ,05,HI,43, , ,06,I,30, , ,00,NA,172, , ,00,HI,207, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198605,40, , ,27,HI,1, , ,01,I,1, , ,00,NA,186, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198606,40, , ,22,HI,0, , ,99,I,0, , ,00,NA,140, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198607,162, , ,23,HI,0, , ,99,I,0, , ,00,NA,527, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198608,110, , ,10,HI,0, , ,99,I,0, , ,00,NA,764, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198609,109, , ,20,HI,0, , ,99,I,0, , ,00,NA,493, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198610,206, , ,11,HI,0, , ,99,I,0, , ,00,NA,857, , ,00,HI,12, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198611,103, , ,02,HI,17, , ,29,I,23, , ,00,NA,715, , ,00,HI,559, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198612,213, , ,09,HI,38, , ,27,I,31, , ,00,NA,1573, , ,00,HI,952, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198701,162, , ,08,HI,58, , ,30,I,31, , ,00,NA,1242, , ,00,HI,1280, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198702,116, , ,21,HI,71, , ,18,I,28, , ,00,NA,565, , ,00,HI,842, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198703,34, , ,24,HI,57, , ,01,I,31, , ,00,NA,124, , ,00,HI,101, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198704,39, , ,04,HI,42, , ,03,I,28, , ,00,NA,163, , ,00,HI,101, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198705,48, , ,17,HI,0, , ,99,I,0, , ,00,NA,385, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198706,96, , ,29,HI,0, , ,99,I,0, , ,00,NA,605, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198707,68, , ,22,HI,0, , ,99,I,0, , ,00,NA,284, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198708,48, , ,05,HI,0, , ,99,I,0, , ,00,NA,208, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198709,209, , ,03,HI,0, , ,99,I,0, , ,00,NA,1061, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198710,239, , ,19,HI,0,T,+,31,I,0, , ,00,NA,1533, , ,00,HI,8, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198711,104, , ,18,HI,13, , ,25,I,24, , ,00,NA,649, , ,00,HI,481, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198712,247, , ,23,HI,37, , ,24,I,31, , ,00,NA,869, , ,00,HI,856, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198801,117, , ,19,HI,36, , ,21,I,31, , ,00,NA,433, , ,00,HI,334, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198802,154, , ,18,HI,45, , ,18,I,29, , ,00,NA,976, , ,00,HI,792, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198803,163, , ,10,HI,55, , ,30,I,31, , ,00,NA,952, , ,00,HI,865, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198804,76, , ,13,HI,51, , ,08,I,30, , ,00,NA,529, , ,00,HI,199, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198805,47, , ,19,HI,15, , ,01,I,8, , ,00,NA,276, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198806,119, , ,06,HI,0, , ,99,I,0, , ,00,NA,504, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198807,89, , ,20,HI,0, , ,99,I,0, , ,00,NA,346, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198808,272, , ,26,HI,0, , ,99,I,0, , ,00,NA,1278, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198809,178, , ,19,HI,0, , ,99,I,0, , ,00,NA,931, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198810,162, , ,05,HI,4, , ,27,I,4, , ,00,NA,1102, , ,00,HI,86, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198811,52, , ,29,HI,12, , ,22,I,25, , ,00,NA,259, , ,00,HI,375, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198812,247, , ,16,HI,32, , ,29,I,31, , ,00,NA,1511, , ,00,HI,1100, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198901,167, , ,25,HI,65, , ,26,I,31, , ,00,NA,601, , ,00,HI,1096, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198902,28, , ,11,HI,38, , ,14,I,28, , ,00,NA,57, , ,00,HI,89, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198903,48, , ,21,HI,31, , ,02,I,31, , ,00,NA,149, , ,00,HI,226, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198904,203, , ,25,HI,23, , ,02,I,18, , ,00,NA,530, , ,00,HI,156, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198905,74, , ,28,HI,0, , ,99,I,0, , ,00,NA,599, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198906,126, , ,23,HI,0, , ,99,I,0, , ,00,NA,588, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198907,68, , ,20,HI,0, , ,99,I,0, , ,00,NA,318, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198908,146, , ,28,HI,0, , ,99,I,0, , ,00,NA,666, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198909,253, , ,24,HI,0, , ,99,I,0, , ,00,NA,1643, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198910,105, , ,07,HI,10, , ,28,I,8, , ,00,NA,921, , ,00,HI,192, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198911,139, , ,22,HI,26, , ,18,I,30, , ,00,NA,806, , ,00,HI,761, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,198912,226, , ,10,HI,58, , ,30,I,31, , ,00,NA,1734, , ,00,HI,1233, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199001,194, , ,16,HI,107, , ,17,I,31, , ,00,NA,951, , ,00,HI,1485, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199002,104, , ,13,HI,94, , ,28,I,28, , ,00,NA,590, , ,00,HI,840, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199003,135, , ,28,HI,104, , ,02,I,31, , ,00,NA,788, , ,00,HI,790, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199004,119, , ,04,HI,88, , ,06,I,30, , ,00,NA,308, , ,00,HI,206, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199005,40, , ,21,HI,35, , ,01,I,12, , ,00,NA,234, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199006,81, , ,16,HI,0, , ,99,I,0, , ,00,NA,304, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199007,88, , ,28,HI,0, , ,99,I,0, , ,00,NA,314, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199008,135, , ,10,HI,0, , ,99,I,0, , ,00,NA,566, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199009,185, , ,13,HI,0, , ,99,I,0, , ,00,NA,1605, , ,00,HI,0, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199010,96, , ,19,HI,1, , ,20,I,2, , ,00,NA,249, , ,00,HI,51, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199011,46, , ,06,HI,3, , ,07,I,13, , ,00,NA,97, , ,00,HI,167, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199012,124, , ,06,HI,33, , ,26,I,31, , ,00,NA,731, , ,00,HI,919, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199101,140, , ,19,HI,34, , ,23,I,31, , ,00,NA,647, , ,00,HI,665, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199102,144, , ,23,HI,52, , ,24,I,28, , ,00,NA,613, , ,00,HI,683, , ,00,TI
COOP:509686,VALDEZ WEATHER SERVICE OFFICE AK US,7,61.13333,-146.35,199103,82, , ,06,HI,64, , ,17,I,31, , ,00,NA,450, , ,00,HI,691, , ,00,TI
